
match_id,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed
2,1,28.1,Sri Lanka,South Africa,KIC Asalanka,S Samarawickrama,K Rabada,0,,,,,,caught,KIC Asalanka
2,1,28.2,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,1,,,,,,,
2,1,28.3,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,K Rabada,1,,,,,,,
2,1,28.4,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,0,,,,,,,
2,1,28.5,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,0,,,,,,,
2,1,28.6,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,0,,,,,,,
2,1,29.1,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,L Ngidi,4,,,,,,,
2,1,29.2,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,L Ngidi,1,,,,,,,
2,1,29.3,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,L Ngidi,1,,,,,,,
2,1,29.4,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,L Ngidi,2,,,,,,,
2,1,29.5,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,L Ngidi,2,,,,,,,
2,1,29.6,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,L Ngidi,0,,,,,,,
2,1,30.1,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,0,,,,,,,
2,1,30.2,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,1,,,,,,,
2,1,30.3,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,K Rabada,1,,,,,,,
2,1,30.4,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,4,,,,,,,
2,1,30.5,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,K Rabada,1,,,,,,,
2,1,30.6,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,K Rabada,0,,,,,,,
2,1,31.1,Sri Lanka,South Africa,DM de Silva,S Samarawickrama,AK Markram,1,,,,,,,
2,1,31.2,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,AK Markram,4,,,,,,,
2,1,31.3,Sri Lanka,South Africa,S Samarawickrama,DM de Silva,AK Markram,0,,,,,,bowled,S Samarawickrama
2,1,31.4,Sri Lanka,South Africa,MD Shanaka,DM de Silva,AK Markram,4,,,,,,,
2,1,31.5,Sri Lanka,South Africa,MD Shanaka,DM de Silva,AK Markram,1,,,,,,,
2,1,31.6,Sri Lanka,South Africa,DM de Silva,MD Shanaka,AK Markram,0,1,,,,,,
2,1,31.7,Sri Lanka,South Africa,DM de Silva,MD Shanaka,AK Markram,0,,,,,,caught,DM de Silva
2,1,32.1,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,32.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,32.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,32.4,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,32.5,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,32.6,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,33.1,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,4,,,,,,,
2,1,33.2,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,0,,,,,,,
2,1,33.3,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,1,,,,,,,
2,1,33.4,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,0,,,,,,,
2,1,33.5,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,1,,,,,,,
2,1,33.6,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,0,,,,,,,
2,1,34.1,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,34.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,34.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,1,,,,,,,
2,1,34.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,0,,,,,,,
2,1,34.5,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,0,,,,,,,
2,1,34.6,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,1,,,,,,,
2,1,35.1,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,G Coetzee,1,,,,,,,
2,1,35.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,G Coetzee,0,,,,,,,
2,1,35.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,G Coetzee,0,,,,,,,
2,1,35.4,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,G Coetzee,1,,,,,,,
2,1,35.5,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,G Coetzee,1,,,,,,,
2,1,35.6,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,G Coetzee,0,,,,,,,
2,1,36.1,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,1,,,,,,,
2,1,36.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,1,,,,,,,
2,1,36.3,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,0,,,,,,,
2,1,36.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,1,,,,,,,
2,1,36.5,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,1,,,,,,,
2,1,36.6,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,1,,,,,,,
2,1,37.1,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,G Coetzee,1,,,,,,,
2,1,37.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,G Coetzee,1,,,,,,,
2,1,37.3,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,G Coetzee,1,,,,,,,
2,1,37.4,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,G Coetzee,1,,,,,,,
2,1,37.5,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,G Coetzee,2,,,,,,,
2,1,37.6,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,G Coetzee,0,,,,,,,
2,1,38.1,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,1,,,,,,,
2,1,38.2,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,1,,,,,,,
2,1,38.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,1,,,,,,,
2,1,38.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,0,,,,,,,
2,1,38.5,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,6,,,,,,,
2,1,38.6,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,0,,,,,,,
2,1,39.1,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,L Ngidi,1,,,,,,,
2,1,39.2,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,L Ngidi,0,1,,,,,,
2,1,39.3,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,L Ngidi,0,,,,,,,
2,1,39.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,L Ngidi,0,,,,,,,
2,1,39.5,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,L Ngidi,0,1,,,,,,
2,1,39.6,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,L Ngidi,1,,,,,,,
2,1,39.7,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,L Ngidi,4,,,,,,,
2,1,39.8,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,L Ngidi,0,,,,,,,
2,1,40.1,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,1,,,,,,,
2,1,40.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,0,,,,,,,
2,1,40.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,1,,,,,,,
2,1,40.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,0,,,,,,,
2,1,40.5,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,HE van der Dussen,1,,,,,,,
2,1,40.6,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,HE van der Dussen,3,,,,,,,
2,1,41.1,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,4,,,,,,,
2,1,41.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,0,,,,,,,
2,1,41.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,1,,,,,,,
2,1,41.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,1,,,,,,,
2,1,41.5,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,4,,,,,,,
2,1,41.6,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,1,,,,,,,
2,1,42.1,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,K Rabada,0,,,,,,,
2,1,42.2,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,K Rabada,0,,,,,,,
2,1,42.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,K Rabada,1,,,,,,,
2,1,42.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,K Rabada,4,,,,,,,
2,1,42.5,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,K Rabada,0,,,,,,,
2,1,42.6,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,K Rabada,1,,,,,,,
2,1,43.1,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,0,,,,,,,
2,1,43.2,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,1,,,,,,,
2,1,43.3,Sri Lanka,South Africa,MD Shanaka,DN Wellalage,AK Markram,1,,,,,,,
2,1,43.4,Sri Lanka,South Africa,DN Wellalage,MD Shanaka,AK Markram,0,,,,,,bowled,DN Wellalage
2,1,43.5,Sri Lanka,South Africa,CAK Rajitha,MD Shanaka,AK Markram,0,,,,,,lbw,CAK Rajitha
2,1,43.6,Sri Lanka,South Africa,M Pathirana,MD Shanaka,AK Markram,0,,,,,,,
2,1,44.1,Sri Lanka,South Africa,MD Shanaka,M Pathirana,K Rabada,1,,,,,,,
2,1,44.2,Sri Lanka,South Africa,M Pathirana,MD Shanaka,K Rabada,4,,,,,,,
2,1,44.3,Sri Lanka,South Africa,M Pathirana,MD Shanaka,K Rabada,0,,,,,,,
2,1,44.4,Sri Lanka,South Africa,M Pathirana,MD Shanaka,K Rabada,0,,,,,,,
2,1,44.5,Sri Lanka,South Africa,M Pathirana,MD Shanaka,K Rabada,0,,,,,,,
2,1,44.6,Sri Lanka,South Africa,M Pathirana,MD Shanaka,K Rabada,1,,,,,,,
2,1,45.1,Sri Lanka,South Africa,M Pathirana,MD Shanaka,AK Markram,1,,,,,,,
2,1,45.2,Sri Lanka,South Africa,MD Shanaka,M Pathirana,AK Markram,1,,,,,,,
2,1,45.3,Sri Lanka,South Africa,M Pathirana,MD Shanaka,AK Markram,4,,,,,,,
2,1,45.4,Sri Lanka,South Africa,M Pathirana,MD Shanaka,AK Markram,1,,,,,,,
2,1,45.5,Sri Lanka,South Africa,MD Shanaka,M Pathirana,AK Markram,0,,,,,,,
2,1,45.6,Sri Lanka,South Africa,MD Shanaka,M Pathirana,AK Markram,1,,,,,,,
2,1,46.1,Sri Lanka,South Africa,MD Shanaka,M Pathirana,HE van der Dussen,1,,,,,,,
2,1,46.2,Sri Lanka,South Africa,M Pathirana,MD Shanaka,HE van der Dussen,0,,,,,,run out,MD Shanaka
2,1,46.3,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,0,,,,,,,
2,1,46.4,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,0,,,,,,,
2,1,46.5,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,0,,,,,,,
2,1,46.6,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,0,,,,,,,
2,1,47.1,Sri Lanka,South Africa,M Pathirana,D Madushanka,AK Markram,0,1,,,,,,
2,1,47.2,Sri Lanka,South Africa,M Pathirana,D Madushanka,AK Markram,1,,,,,,,
2,1,47.3,Sri Lanka,South Africa,D Madushanka,M Pathirana,AK Markram,0,,,,,,,
2,1,47.4,Sri Lanka,South Africa,D Madushanka,M Pathirana,AK Markram,0,,,,,,,
2,1,47.5,Sri Lanka,South Africa,D Madushanka,M Pathirana,AK Markram,4,,,,,,,
2,1,47.6,Sri Lanka,South Africa,D Madushanka,M Pathirana,AK Markram,0,,,,,,,
2,1,47.7,Sri Lanka,South Africa,D Madushanka,M Pathirana,AK Markram,1,,,,,,,
2,1,48.1,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,0,,,,,,,
2,1,48.2,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,1,,,,,,,
2,1,48.3,Sri Lanka,South Africa,M Pathirana,D Madushanka,HE van der Dussen,1,,,,,,,
2,1,48.4,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,4,,,,,,,
2,1,48.5,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,6,,,,,,,
2,1,48.6,Sri Lanka,South Africa,D Madushanka,M Pathirana,HE van der Dussen,0,,,,,,stumped,D Madushanka
2,2,0.1,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,0.2,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,0.3,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,0.4,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,0.5,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,1,,,,,,
2,2,0.6,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,0.7,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,3,,,,,,,
2,2,1.1,South Africa,Sri Lanka,Q de Kock,T Bavuma,CAK Rajitha,0,,,,,,,
2,2,1.2,South Africa,Sri Lanka,Q de Kock,T Bavuma,CAK Rajitha,0,,,,,,,
2,2,1.3,South Africa,Sri Lanka,Q de Kock,T Bavuma,CAK Rajitha,4,,,,,,,
2,2,1.4,South Africa,Sri Lanka,Q de Kock,T Bavuma,CAK Rajitha,0,,,,,,,
2,2,1.5,South Africa,Sri Lanka,Q de Kock,T Bavuma,CAK Rajitha,0,,,,,,,
2,2,1.6,South Africa,Sri Lanka,Q de Kock,T Bavuma,CAK Rajitha,0,,,,,,,
2,2,2.1,South Africa,Sri Lanka,T Bavuma,Q de Kock,M Pathirana,1,,,,,,,
2,2,2.2,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,2,,,,,,,
2,2,2.3,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,2.4,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,4,,,,,,,
2,2,2.5,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,2.6,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,3.1,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,3.2,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,4,,,,,,,
2,2,3.3,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,1,,,,,,
2,2,3.4,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,3.5,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,3.6,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,3.7,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,4.1,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,4.2,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,4.3,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,4.4,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,4,,,,,,,
2,2,4.5,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,0,,,,,,,
2,2,4.6,South Africa,Sri Lanka,Q de Kock,T Bavuma,M Pathirana,4,,,,,,,
2,2,5.1,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,5.2,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,5.3,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,5.4,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,5.5,South Africa,Sri Lanka,T Bavuma,Q de Kock,CAK Rajitha,0,,,,,,caught,T Bavuma
2,2,5.6,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,6.1,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,M Pathirana,0,,,,,,,
2,2,6.2,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,M Pathirana,0,,,,,,,
2,2,6.3,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,M Pathirana,0,,,,,,,
2,2,6.4,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,M Pathirana,1,,,,,,,
2,2,6.5,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,M Pathirana,1,,,,,,,
2,2,6.6,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,M Pathirana,0,,,,,,,
2,2,7.1,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,7.2,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,7.3,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,7.4,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,7.5,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,4,,,,,,,
2,2,7.6,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,8.1,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,D Madushanka,0,,,,,,,
2,2,8.2,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,D Madushanka,1,,,,,,,
2,2,8.3,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,D Madushanka,0,,,,,,,
2,2,8.4,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,D Madushanka,0,,,,,,,
2,2,8.5,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,D Madushanka,4,,,,,,,
2,2,8.6,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,D Madushanka,1,,,,,,,
2,2,9.1,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,1,,,,,,
2,2,9.2,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,9.3,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,9.4,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,4,,,,,,,
2,2,9.5,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,,,,,,,
2,2,9.6,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,0,1,,,,,,
2,2,9.7,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,CAK Rajitha,1,,,,,,,
2,2,9.8,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,CAK Rajitha,0,,,,,,,
2,2,10.1,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,D Madushanka,1,,,,,,,
2,2,10.2,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,D Madushanka,1,,,,,,,
2,2,10.3,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,D Madushanka,0,,,,,,,
2,2,10.4,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,D Madushanka,1,,,,,,,
2,2,10.5,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,D Madushanka,0,,,,,,,
2,2,10.6,South Africa,Sri Lanka,Q de Kock,HE van der Dussen,D Madushanka,0,,,,,,,
2,2,11.1,South Africa,Sri Lanka,HE van der Dussen,Q de Kock,DM de Silva,0,,,,,,bowled,HE van der Dussen
2,2,11.2,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,1,,,,,,,
2,2,11.3,South Africa,Sri Lanka,Q de Kock,AK Markram,DM de Silva,1,,,,,,,
2,2,11.4,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,0,,,,,,,
2,2,11.5,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,0,,,,,,,
2,2,11.6,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,0,,,,,,,
2,2,12.1,South Africa,Sri Lanka,Q de Kock,AK Markram,D Madushanka,0,,,,,,,
2,2,12.2,South Africa,Sri Lanka,Q de Kock,AK Markram,D Madushanka,0,,,,,,,
2,2,12.3,South Africa,Sri Lanka,Q de Kock,AK Markram,D Madushanka,0,,,,,,,
2,2,12.4,South Africa,Sri Lanka,Q de Kock,AK Markram,D Madushanka,1,,,,,,,
2,2,12.5,South Africa,Sri Lanka,AK Markram,Q de Kock,D Madushanka,0,,,,,,,
2,2,12.6,South Africa,Sri Lanka,AK Markram,Q de Kock,D Madushanka,1,,,,,,,
2,2,13.1,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,2,,,,,,,
2,2,13.2,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,1,,,,,,,
2,2,13.3,South Africa,Sri Lanka,Q de Kock,AK Markram,DM de Silva,0,,,,,,,
2,2,13.4,South Africa,Sri Lanka,Q de Kock,AK Markram,DM de Silva,0,,,,,,,
2,2,13.5,South Africa,Sri Lanka,Q de Kock,AK Markram,DM de Silva,1,,,,,,,
2,2,13.6,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,0,,,,,,,
2,2,14.1,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,0,,,,,,,
2,2,14.2,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,1,,,,,,,
2,2,14.3,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,0,,,,,,,
2,2,14.4,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,0,,,,,,,
2,2,14.5,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,1,,,,,,,
2,2,14.6,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,0,,,,,,,
2,2,15.1,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,4,,,,,,,
2,2,15.2,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,1,,,,,,,
2,2,15.3,South Africa,Sri Lanka,Q de Kock,AK Markram,DM de Silva,1,,,,,,,
2,2,15.4,South Africa,Sri Lanka,AK Markram,Q de Kock,DM de Silva,1,,,,,,,
2,2,15.5,South Africa,Sri Lanka,Q de Kock,AK Markram,DM de Silva,2,,,,,,,
2,2,15.6,South Africa,Sri Lanka,Q de Kock,AK Markram,DM de Silva,1,,,,,,,
2,2,16.1,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,1,,,,,,,
2,2,16.2,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,0,,,,,,,
2,2,16.3,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,0,,,,,,,
2,2,16.4,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,6,,,,,,,
2,2,16.5,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,2,,,,,,,
2,2,16.6,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,1,,,,,,,
2,2,17.1,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,1,,,,,,,
2,2,17.2,South Africa,Sri Lanka,Q de Kock,AK Markram,DN Wellalage,1,,,,,,,
2,2,17.3,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,0,,,,,,,
2,2,17.4,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,2,,,,,,,
2,2,17.5,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,0,,,,,,,
2,2,17.6,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,1,,,,,,,
2,2,18.1,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,0,,,,,,,
2,2,18.2,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,1,,,,,,,
2,2,18.3,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,1,,,,,,,
2,2,18.4,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,1,,,,,,,
2,2,18.5,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,0,,,,,,,
2,2,18.6,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,0,,,,,,,
2,2,19.1,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,0,,,,,,,
2,2,19.2,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,1,,,,,,,
2,2,19.3,South Africa,Sri Lanka,Q de Kock,AK Markram,DN Wellalage,0,,,,,,,
2,2,19.4,South Africa,Sri Lanka,Q de Kock,AK Markram,DN Wellalage,1,,,,,,,
2,2,19.5,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,1,,,,,,,
2,2,19.6,South Africa,Sri Lanka,Q de Kock,AK Markram,DN Wellalage,0,1,,,,,,
2,2,19.7,South Africa,Sri Lanka,Q de Kock,AK Markram,DN Wellalage,6,,,,,,,
2,2,20.1,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,4,,,,,,,
2,2,20.2,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,0,,,,,,,
2,2,20.3,South Africa,Sri Lanka,AK Markram,Q de Kock,MD Shanaka,1,,,,,,,
2,2,20.4,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,0,,,,,,,
2,2,20.5,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,0,,,,,,,
2,2,20.6,South Africa,Sri Lanka,Q de Kock,AK Markram,MD Shanaka,1,,,,,,,
2,2,21.1,South Africa,Sri Lanka,Q de Kock,AK Markram,DN Wellalage,1,,,,,,,
2,2,21.2,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,0,,,,,,,
2,2,21.3,South Africa,Sri Lanka,AK Markram,Q de Kock,DN Wellalage,0,,,,,,,
